公園コード,公園名,区名,地番又は住所,種別,最終開設面積（ha）,緯度,経度
1105001,宝来運動公園,西区,大字宝来2022-1,運動,5.42,35.93349,139.54958
1101062,荒工第１公園,西区,大字飯田新田250-29,街区,0.04,35.88691,139.55608
1101063,荒工第２公園,西区,大字飯田新田244-7,街区,0.03,35.88679,139.55665
1101055,峰岸北公園,西区,大字峰岸83-8,街区,0.04,35.93251339166667,139.55680139722224
1101068,大宮石橋公園,西区,大字宝来1133-10,街区,0.01,35.91973792222222,139.55758740277778
1141002,穂積神社児童遊園,西区,大字峰岸字南14番５,民間,0.1,35.92946,139.55762
1101035,大宮宝来ハイツ公園,西区,大字宝来1760-11,街区,0.03,35.91848044722222,139.55871766666667
1101083,滝沼宝来広場,西区,大字宝来2172-8,街区,0.06,35.91894,139.55926
1101042,宝来公園,西区,大字宝来1761-3,街区,0.01,35.918165249999994,139.5592684638889
1101069,前公園,西区,大字飯田新田91-9,街区,0.03,35.88792491666667,139.55935021944447
1101030,中宝来公園,西区,大字宝来1280-1,街区,0.03,35.92287,139.55996
1121001,西遊馬公園,西区,大字西遊馬3433-1,都緑,8.84,35.90441,139.56073
1101002,塚本公園,西区,塚本町２丁目152,街区,0.13,35.87641020833333,139.56084698055557
1101014,葭野公園,西区,大字宝来1399,街区,0.2,35.919953625,139.56222453055557
1141001,下宝来児童遊園,西区,宝来1565‐1,民間,0.11,35.91794,139.56248
1101101,平方領々家公園,西区,大字平方領々家字滝沼925-39,街区,0.05,35.92568,139.56254
1101058,佐沼公園,西区,塚本町２丁目77-1,街区,0.15,35.87634493888889,139.56367735555557
1101077,西遊馬北公園,西区,大字西遊馬1556-5,街区,0.03,35.91162084166667,139.56448928055556
1101011,住友２号公園,西区,大字指扇領別所382-110,街区,0.02,35.922740425,139.56461709444446
1101019,秋葉神社公園,西区,大字中釘806,街区,0.1,35.930484125,139.56481774722224
1101081,指扇広場,西区,大字高木85-4,街区,0.11,35.92311493611111,139.5648219388889
1101060,根貝戸公園,西区,大字高木91-4,街区,0.03,35.92357673611111,139.56516578333336
1104002,秋葉の森総合公園,西区,大字中釘1241-1,総合,10.37,35.935297,139.566423
1101027,住友１号公園,西区,大字指扇領別所380-11,街区,0.09,35.92199343888888,139.56665533055556
1101065,赤羽根第１公園,西区,大字指扇2617-2,街区,0.03,35.91639686944444,139.56669007222223
1101028,中釘公園,西区,大字中釘1443,街区,0.23,35.93565130833333,139.567421
1101012,住友３号公園,西区,大字高木7-7,街区,0.08,35.92352584722222,139.56749159166665
1101020,大宮土屋ハイツ公園,西区,大字土屋（元佐知川分）1752-5,街区,0.06,35.91284,139.56833
1101048,宮脇公園,西区,大字指扇領別所109-99,街区,0.1,35.92230893888889,139.5688712777778
1101010,土屋公園,西区,大字土屋217,街区,0.2,35.90979,139.57007
1101016,永昌寺公園,西区,大字中釘1698,街区,0.07,35.936730049999994,139.57054812222222
1101057,指扇団地公園,西区,大字高木300-31,街区,0.02,35.92495183055555,139.57063829166665
1101029,ハイマート大宮公園,西区,大字高木370-3,街区,0.02,35.924615636111106,139.57072262777777
1101076,鎮守西公園,西区,大字指扇2812-10,街区,0.02,35.916598638888885,139.57150591666667
1101089,土屋南公園,西区,大字土屋120-7,街区,0.02,35.90755232777778,139.57197013333334
1141004,赤羽根児童遊園,西区,大字指扇2811,民間,0.1,35.91604,139.57207
1101041,指扇台西公園,西区,大字指扇2856-255,街区,0.01,35.91820417222222,139.57212102777777
1101015,琵琶島公園,西区,大字指扇2285,街区,0.14,35.91304,139.57244
1141003,上郷児童遊園,西区,大字指扇４３１９－１,民間,0.06,35.92166,139.57256
1101073,鎮守公園,西区,大字指扇2826-3,街区,0.02,35.917393330555555,139.57278342222222
1101040,指扇台東公園,西区,大字指扇2856-245,街区,0.03,35.91856839444444,139.572947775
1101095,西大宮２丁目第一公園,西区,西大宮2丁目15-1,街区,0.08,35.92604963055555,139.57298741111111
1101070,琵琶島東公園,西区,大字指扇2319-8,街区,0.02,35.91259,139.57369
1101096,西大宮２丁目第二公園,西区,西大宮2丁目32-10,街区,0.1,35.930271013888884,139.5739837222222
1101037,すずらん公園,西区,大字指扇2398-136,街区,0.03,35.914140675,139.57415150277777
1101026,プラザ３号公園,西区,プラザ339-25,街区,0.08,35.90990588611111,139.5741711861111
1101046,やよい公園,西区,大字指扇1958-143,街区,0.11,35.91499,139.57469
1101094,西大宮１丁目第二公園,西区,西大宮1丁目43-2,街区,0.08,35.92367898888889,139.57500977222222
1101078,高木天神南公園,西区,大字高木1469-27,街区,0.02,35.93586,139.57512
1101090,高木天神西公園,西区,大字高木字天神1520-8,街区,0.05,35.937999669444444,139.57537138055554
1101004,プラザ１号公園,西区,プラザ444-57,街区,0.17,35.90735171666667,139.5764084027778
1101099,西大宮４丁目第一公園,西区,西大宮4丁目49,街区,0.1,35.93240753333333,139.576669475
1101023,高木天神公園,西区,大字高木1572-6,街区,0.03,35.93842,139.57691
1101007,わかば公園,西区,大字指扇1958-269,街区,0.21,35.914151555555556,139.57707980555554
1101054,大西公園,西区,大字指扇3363-7,街区,0.07,35.918237177777776,139.577782875
1101098,西大宮３丁目第二公園,西区,西大宮3丁目39-1,街区,0.09,35.928848525,139.5778055861111
1101074,大宮向公園,西区,大字指扇1326-15,街区,0.01,35.91430614722222,139.578993825
1101032,二ツ宮住宅第１公園,西区,大字二ツ宮43-2,街区,0.07,35.892214824999996,139.57906161944445
1101013,下戸公園,西区,大字指扇1118-46,街区,0.25,35.91065601388889,139.5791207361111
1101064,プラザ中央北公園,西区,プラザ726-56,街区,0.02,35.90691,139.57915
1101031,二ツ宮住宅中央公園,西区,大字中野林790-12,街区,0.28,35.89024,139.57938
1101003,プラザ中央公園,西区,プラザ754-28,街区,0.52,35.90660236111111,139.5801498638889
1101097,西大宮３丁目第一公園,西区,西大宮3丁目12-2,街区,0.13,35.926146241666665,139.58027430555555
1101047,井戸尻公園,西区,大字指扇636-2,街区,0.03,35.90862214722222,139.58031416111112
1101033,二ツ宮住宅第２公園,西区,大字中野林880-1,街区,0.33,35.88736836388889,139.58040061944445
1101005,二ツ宮公園,西区,大字二ツ宮585-1,街区,0.11,35.89748,139.5807
1101045,中原西公園,西区,大字清河寺896-6,街区,0.01,35.938038899999995,139.58072163055556
1101093,西大宮１丁目第一公園,西区,西大宮1丁目5-2,街区,0.21,35.923622277777774,139.58132066666667
1101025,プラザ２号公園,西区,プラザ620-87,街区,0.07,35.90394,139.58164
1101100,西大宮４丁目第二公園,西区,西大宮4丁目44,街区,0.07,35.93267,139.58166
1101088,古茂塚第二公園,西区,大字指扇1397-23,街区,0.02,35.91537,139.58239
1605001,荒川総合運動公園,桜区,大字在家591,運動,25.7,35.87672,139.58245
1101087,古茂塚第一公園,西区,大字指扇1570-1,街区,0.04,35.91519064722222,139.5825170361111
1101086,古茂塚北公園,西区,大字指扇1653-1,街区,0.14,35.917979805555554,139.58280995277778
1141006,飯田自治会運動場,西区,大字飯田３４３外,民間,0.16,35.89633836666667,139.58422950833335
1101061,古茂塚公園,西区,大字指扇1515-4,街区,0.02,35.914871777777776,139.58430305000002
1101050,西第一公園,西区,三橋６丁目1268-1,街区,0.12,35.91782332222222,139.58432050277779
1101009,清河寺公園,西区,大字清河寺1137-1,街区,0.3,35.93416,139.58453
1101079,五味貝戸東公園,西区,大字指扇325-17,街区,0.04,35.90921886666666,139.58516844166667
1101018,指扇道下公園,西区,大字指扇291-1,街区,0.15,35.90889875833333,139.5852337027778
1101052,西第二公園,西区,三橋６丁目1181-7,街区,0.17,35.91719669722222,139.58592547222224
1101022,三橋六丁目児童公園,西区,三橋６丁目1218,街区,0.1,35.91551643333333,139.5864521388889
1101071,佐知川原第３公園,西区,大字佐知川385-19,街区,0.01,35.90571905,139.5871720111111
1101006,佐知川公園,西区,大字佐知川44-1,街区,0.78,35.90072,139.58776
1101039,佐知川原第２公園,西区,大字佐知川228-135,街区,0.01,35.90458330833333,139.58846553055557
1601006,八島公園,桜区,大字塚本323-103,街区,0.36,35.87184,139.58867
1101051,青葉西公園,西区,大字指扇104-9,街区,0.02,35.90736273333333,139.58872031666667
1101034,佐知川原公園,西区,大字佐知川228-118,街区,0.04,35.90579073611111,139.58908488611112
1101043,三橋６丁目南公園,西区,三橋６丁目260-1,街区,0.18,35.9126,139.59059
1101056,水判土公園,西区,大字水判土386,街区,0.45,35.90249,139.5906
1201036,小山公園,北区,別所町119,街区,0.24,35.960207152777784,139.59093972222223
1101080,上野原公園,西区,大字内野本郷976-6,街区,0.03,35.93706,139.59094976944445
1101102,内野本郷大空公園,西区,大字内野本郷965-1外,街区,0.33,35.93752,139.5917
1101053,西第三公園,西区,三橋６丁目1048-1,街区,0.12,35.91815116944444,139.59179387777777
1101082,上野原北公園,西区,大字内野本郷971-63,街区,0.03,35.93932026388889,139.5920411527778
1641002,塚本児童遊園,桜区,塚本３７,民間,0.05,35.86706,139.59243
1101001,青葉公園,西区,三橋５丁目936-2,街区,0.1,35.90683,139.593
1201063,別所北公園,北区,別所町1000-38,街区,0.04,35.95396,139.59397
1201045,奈良北公園,北区,奈良町165-3,街区,0.1,35.95292,139.59419
1101092,三橋５丁目公園,西区,三橋５丁目560-4,街区,0.03,35.91080891944444,139.59419032222223
1201038,別所公園,北区,別所町95,街区,0.76,35.957453255555556,139.59454623055555
1101085,宮前第一公園,西区,宮前町40-3,街区,0.04,35.92223,139.59462
1101091,三橋六丁目第二公園,西区,三橋６丁目821-4,街区,0.03,35.91650735277778,139.59469583333333
1622002,荒川総合運動公園通り,桜区,大字在家137,緑道,1.72,35.87773,139.59476
1101049,前通公園,西区,大字植田谷本462-8,街区,0.02,35.8899,139.595
1101072,三橋５丁目東公園,西区,三橋５丁目1864,街区,0.02,35.90466,139.5951
1101024,三橋５丁目南公園,西区,三橋５丁目2212-1,街区,0.05,35.90086,139.59512
1101021,内野本郷公園,西区,大字内野本郷696-124,街区,0.06,35.93718837222222,139.59512256666667
1602001,千貫樋水郷公園,桜区,大字五関無地番,近隣,1.45,35.86275,139.59518
1201120,日進１丁目第２公園,北区,日進町１丁目149-21,街区,0.01,35.91966,139.59528
1101075,宮前公園,西区,宮前町376-4,街区,0.01,35.92441,139.59542
1104001,三橋総合公園,西区,三橋５丁目11-1,総合,10.02,35.913193,139.595473
1601016,天神後公園,桜区,大字神田1200-4,街区,0.01,35.86230985555556,139.59554125833336
1201071,別所住宅公園,北区,別所町45-19,街区,0.03,35.95466,139.59583
1101038,前原公園,西区,宮前町1589-6,街区,0.02,35.930867041666666,139.59620377500002
1102001,鴨川みずべの里,西区,大字水判土109-1,近隣,1.59,35.89705094722222,139.59624485
1101066,前通北公園,西区,大字植田谷本516-17,街区,0.03,35.89321314722222,139.59624720833335
1201092,北山下公園,北区,日進町１丁目167-1,街区,0.11,35.92047112222222,139.59632168333334
1201047,奈良公園,北区,奈良町136-50,街区,0.41,35.95026346111111,139.59641619166666
1101067,前原南公園,西区,宮前町1636-5,街区,0.02,35.92944068888889,139.59661840555557
1201083,日進東公園,北区,日進町１丁目85-5,街区,0.06,35.917820730555555,139.59667641111113
1201037,東公園,北区,別所町75,街区,0.23,35.96032937777778,139.59672227222222
1101084,鴨川広場,西区,三橋５丁目2086,街区,0.52,35.90384979444444,139.59723915
1101044,前原東公園,西区,大字内野本郷320-8,街区,0.02,35.930717530555555,139.59749564444445
1201094,下加西公園,北区,日進町１丁目448-4,街区,0.02,35.92244,139.59771
1131001,宮前広場,西区,内野本郷26－1,子供,0.74,35.932036363888884,139.59786476666667
1201107,台前公園,北区,奈良町124-28,街区,0.01,35.949606691666666,139.5979893361111
1201089,奈良町南公園,北区,奈良町131-76,街区,0.01,35.94732146388888,139.5979907916667
1201039,庚申公園,北区,別所町67,街区,0.3,35.95805921944445,139.59824374444446
1101008,島根公園,西区,大字島根466,街区,0.38,35.885511638888886,139.5982981888889
1201115,日進１丁目公園,北区,日進町１丁目9-4,街区,0.02,35.91617,139.5985
1201040,神明公園,北区,別所町34,街区,0.37,35.954243919444444,139.59894734722224
1202003,番場公園,北区,日進町２丁目1435-1,近隣,3.32,35.93282,139.59911
1201069,奈良団地第１公園,北区,奈良町79-135,街区,0.03,35.94461801944444,139.59932925277778
1201032,滝宮公園,北区,別所町1126,街区,0.27,35.95889433888889,139.59946375277778
1201070,奈良団地第２公園,北区,奈良町79-78,街区,0.04,35.94574044444444,139.59965238055557
1301041,三橋２丁目公園,大宮区,三橋２丁目428-2,街区,0.02,35.90446868611111,139.59974607777778
1101059,加茂川公園（古里公園）,西区,大字植田谷本無地番,街区,0.2,35.88836,139.59977
1601020,新田前公園,桜区,大字下大久保1699-7,街区,0.02,35.859669572222224,139.5997780388889
1301059,三橋４丁目広場,大宮区,三橋４丁目748-1,街区,0.19,35.88996,139.59979
1201095,日進３丁目南公園,北区,日進町３丁目43-3,街区,0.03,35.93404512777777,139.60006450833333
1201114,上加西公園,北区,日進町２丁目1367-3,街区,0.02,35.92698280833333,139.60009799444444
1201084,日進３丁目北公園,北区,日進町３丁目659-4,街区,0.03,35.939872425,139.60030230833334
1301034,並木南公園,大宮区,三橋２丁目580-2,街区,0.02,35.897693391666664,139.60032984166665
1301066,三橋一丁目第三公園,大宮区,三橋１丁目833-23,街区,0.02,35.91243,139.60038
1201100,西谷第２公園,北区,日進町３丁目278-2,街区,0.01,35.93553,139.60046
1301065,三橋一丁目第二公園,大宮区,三橋１丁目833-22,街区,0.09,35.91270613333333,139.6004703083333
1301064,三橋一丁目第一公園,大宮区,三橋１丁目833-21,街区,0.05,35.91297017777778,139.60081799444444
1201074,日進住宅公園,北区,日進町１丁目35-37,街区,0.02,35.91587540555555,139.600982125
1201098,西谷第１公園,北区,日進町３丁目32-8,街区,0.02,35.93356886388889,139.60122648888887
1221003,三貫清水緑地,北区,奈良町57-1,都緑,2,35.94085138055555,139.6013827611111
1641021,大久保領家川原児童遊園,桜区,大久保領家字川原646‐2,民間,0.04,35.87188958888889,139.6014461611111
1201110,日進３丁目中公園,北区,日進町３丁目245-6,街区,0.01,35.93567110833333,139.60154130833334
1241002,奈良町児童遊園,北区,奈良町94番２,民間,0.05,35.94784,139.60164
1301035,三橋１丁目西公園,大宮区,三橋１丁目629-4,街区,0.06,35.90892657777778,139.60164149444444
1301042,北前第１公園,大宮区,三橋１丁目483-2,街区,0.02,35.91039022222222,139.60171755277779
1301017,三橋天神公園,大宮区,三橋４丁目258-1,街区,0.05,35.89515699722222,139.6018508861111
1201106,日進３丁目東公園,北区,日進町３丁目14-4,街区,0.02,35.93387828333333,139.6020157861111
1301029,三橋１丁目南公園,大宮区,三橋１丁目610-7,街区,0.03,35.90873,139.60212
1301009,並木公園,大宮区,三橋２丁目255-1,街区,0.5,35.90095,139.60219
1622005,鴨川大久保緑道,桜区,大字大久保領家無地番,緑道,0.16,35.86553,139.60227
1201033,諏訪公園,北区,吉野町２丁目25-1,街区,0.29,35.95516192777778,139.60234263888887
1621001,秋ヶ瀬公園,桜区,大字下大久保、神田、上大久保、栄和、西堀、山久保、大久保領家、新開、田島、町谷、道場、南元宿、志木市大字宗岡地内,都緑,100.1,35.85084,139.60243
1201103,日進２丁目南公園,北区,日進町２丁目1563-2,街区,0.01,35.930451,139.60264106111111
1201023,下加公園,北区,日進町１丁目756,街区,0.06,35.925837574999996,139.6027113111111
1301046,三橋三島公園,大宮区,三橋１丁目745-2,街区,0.02,35.90749,139.60278
1201027,鍛冶公園,北区,宮原町４丁目115,街区,0.32,35.949441522222216,139.603123375
1201099,日進２丁目北公園,北区,日進町２丁目1639-6,街区,0.02,35.93284,139.60321
1601038,神田なかよし公園,桜区,大字神田315-1,街区,0.14,35.87248,139.60321
1201108,奈良東前公園,北区,奈良町96-12,街区,0.01,35.94865196111111,139.6035486638889
1221002,西谷緑地,北区,日進町３丁目178,都緑,,35.93616,139.60381
1301045,三橋２丁目南公園,大宮区,三橋２丁目736-19,街区,0.01,35.89876,139.60384
1301062,三橋４丁目第一公園,大宮区,三橋４丁目875-10,街区,0.01,35.8909,139.60387
1201081,吉野団地公園,北区,吉野町２丁目18-7,街区,0.05,35.95404153055556,139.60387061111112
1601037,大久保領家ケヤキ公園,桜区,大字大久保領家450-5,街区,0.02,35.866765208333334,139.60417850833332
1201001,日進公園,北区,日進町１丁目311,街区,0.84,35.921928719444445,139.6042414361111
1601007,下作田公園,桜区,大字大久保領家591-14,街区,0.02,35.86578821944445,139.60425983055555
1601017,白鍬公園,桜区,大字白鍬335-1,街区,0.03,35.88093911111111,139.60429961111112
1201105,奈良瀬戸公園,北区,奈良町53-20,街区,0.01,35.94136,139.60448
1601001,白鍬第一公園,桜区,大字白鍬573,街区,0.08,35.88615589166667,139.60458851944443
1201024,上加公園,北区,日進町２丁目1185,街区,0.14,35.92778397777778,139.6046298138889
1201056,吉野第２公園,北区,吉野町２丁目142-1,街区,0.11,35.95377413888889,139.60506918055555
1601012,西角公園,桜区,大字大久保領家254-8,街区,0.02,35.87104,139.60517
1202002,つつじヶ丘公園,北区,吉野町２丁目213,近隣,2.65,35.958606180555556,139.6051747861111
1201072,宮原４丁目公園,北区,宮原町４丁目98-2,街区,0.06,35.94683,139.60565
1302001,大平公園,大宮区,三橋１丁目55,近隣,1.72,35.90907,139.60565
1601040,大久保領家公園,桜区,大字大久保領家579-1,街区,0.51,35.866169472222225,139.60567445833334
1201028,領家北公園,北区,宮原町４丁目121,街区,0.28,35.95085438055556,139.60606936666667
1601048,白鍬ふれあい公園,桜区,白鍬154,街区,0.09,35.87629863611111,139.6063805138889
1301030,宮後公園,大宮区,櫛引町１丁目782-4,街区,0.03,35.915744427777774,139.60653714444445
1301072,並木令和公園,大宮区,三橋２丁目地内,街区,0.07,35.90002,139.60669
1201044,大宮三島公園,北区,櫛引町２丁目816,街区,0.1,35.92231,139.60681
1501013,円阿弥キララ公園,中央区,円阿弥５丁目385-7,街区,0.05,35.892520347222224,139.6070716222222
1241001,日進町３丁目児童遊園,北区,日進町３－１４０,民間,0.02,35.937860477777775,139.607088
1601002,白鍬第二公園,桜区,大字白鍬691-15,街区,0.1,35.885576119444444,139.60747815277776
1641011,大久保領家児童遊園,桜区,大久保領家字中作田569,民間,0.11,35.86688,139.6076
1201042,鍛冶陸橋下公園,北区,宮原町４丁目150,街区,0.18,35.946408766666664,139.60760455833332
1331001,櫛引氷川神社こども広場,大宮区,櫛引町１丁目652番地,子供,0.07,35.91364,139.60767
1601005,埼大前公園,桜区,大字上大久保140-3,街区,0.03,35.865713472222225,139.60767515555554
1201053,櫛引公園,北区,櫛引町２丁目482-2,街区,0.1,35.92089,139.60795
1502001,八王子公園,中央区,八王子４丁目132-1,近隣,3.76,35.88019,139.60824
1622001,鴨川堤桜通り公園,桜区,道場４丁目466-2,緑道,2.41,35.85684503888889,139.60837867499998
1201029,領家南公園,北区,宮原町４丁目79,街区,0.16,35.94739419166666,139.60866200277778
1201085,松原第３公園,北区,日進町２丁目703,街区,0.03,35.93118,139.60877
1201026,領家中央公園,北区,宮原町４丁目91,街区,0.36,35.94980059444444,139.60882523333333
1531009,円阿弥児童遊園地,中央区,円阿弥5丁目479,子供,0.03,35.89091,139.60895
1201002,夷屋公園,北区,吉野町１丁目385-1,街区,0.32,35.95238895833334,139.60902
1601003,白鍬第三公園,桜区,大字白鍬771-9,街区,0.16,35.88413732777778,139.60907416944443
1202005,うねうね公園,北区,日進町２丁目1916-3,近隣,1,35.93452,139.60908
1201060,みどり公園,北区,日進町２丁目576,街区,0.04,35.92912239444444,139.609088725
1201119,上加東公園,北区,日進町２丁目483-2,街区,0.01,35.92435,139.60917
1201066,松原中央公園,北区,日進町２丁目632,街区,0.08,35.92991,139.60923
1222001,逆川緑道,北区,宮原町３丁目901-4,緑道,0.12,35.93458,139.6094
1201117,宮原駅東口公園,北区,宮原町３丁目363-1,街区,0.07,35.94108,139.60958
1201034,神山公園,北区,吉野町２丁目236-1,街区,0.17,35.96235149444445,139.60959350555555
1301012,みつわ公園,大宮区,三橋３丁目148-1,街区,0.18,35.89624882222222,139.60971873611112
1201058,松原第１公園,北区,日進町１丁目203,街区,0.07,35.93123,139.60979
1201059,松原第２公園,北区,日進町２丁目384,街区,0.04,35.92913,139.60987
1501032,円阿弥ふれあい公園,中央区,円阿弥７丁目290-1,街区,0.1,35.89475721388889,139.60987191944443
1301003,みつわ公園,大宮区,三橋３丁目118-1,街区,0.11,35.896604922222224,139.6099022861111
1531007,白山神社児童遊園地,中央区,八王子2丁目960,子供,0.04,35.88319,139.60991
1301007,熊野下公園,大宮区,櫛引町１丁目440-1,街区,0.15,35.91216,139.60992
1201122,櫛引南公園,北区,櫛引町２丁目47-5,街区,0.03,35.91725666666667,139.60998882222222
1501002,八王子北児童公園,中央区,八王子２丁目950-2,街区,0.05,35.88293,139.6105
1201003,浅間公園,北区,吉野町１丁目408-1,街区,0.22,35.956788975,139.61067266944443
1301040,精進場第二公園,大宮区,大成町２丁目478-1,街区,0.03,35.91440655555555,139.611008
1501022,八王子南児童遊園地,中央区,八王子３丁目10-2,街区,0.06,35.87794615,139.6111772611111
1201051,松原東公園,北区,日進町２丁目111-1,街区,0.19,35.93044,139.6113
1622004,作田排水路第一調節池遊歩道,桜区,大字上大久保904-13,緑道,0.04,35.87339,139.61138
1601013,神田第二公園,桜区,大字神田85-6,街区,0.02,35.87399951388889,139.61150423333333
1201113,櫛引２丁目公園,北区,櫛引町２丁目574-4,街区,0.04,35.92256659444444,139.6115385611111
1201088,櫛引北公園,北区,櫛引町２丁目598-3,街区,0.02,35.92387,139.61181
1601011,神田第一公園,桜区,大字神田29-1,街区,0.07,35.874102155555555,139.6118349638889
1201096,宮原３丁目公園,北区,宮原町３丁目283-2,街区,0.04,35.93907,139.61192
1641003,上大久保児童遊園,桜区,上大久保字本村674,民間,0.09,35.86623,139.61206
1201124,日進２丁目第一公園,北区,日進町２丁目15-3,街区,0.01,35.925663219444445,139.6120788972222
1301047,大成１丁目西公園,大宮区,大成町１丁目539-4,街区,0.01,35.908404527777776,139.61211055555555
1301006,かみこ公園,大宮区,上小町1043,街区,0.63,35.89780523611111,139.61219267222222
1202001,吉野公園,北区,吉野町１丁目379-1,近隣,1.65,35.95284,139.61229
1301011,精進場公園,大宮区,大成町３丁目562,街区,0.31,35.91790755555555,139.61244432777778
1201109,東大成２丁目北公園,北区,東大成町２丁目742-4,街区,0.01,35.93414,139.61253
1601028,道場２丁目公園,桜区,道場２丁目335-1,街区,0.08,35.85884,139.61298
1531008,浅間神社児童遊園地,中央区,八王子1丁目517,子供,0.09,35.88582,139.61312
1201075,大成４丁目公園,北区,大成町４丁目228-2,街区,0.04,35.9200102,139.6131382361111
1301037,西南公園,大宮区,上小町1036-4,街区,0.04,35.89847085277778,139.61321230833332
1201035,新堀公園,北区,吉野町２丁目262,街区,0.25,35.96249451944445,139.61333898888887
1621002,桜草公園,桜区,大字田島3542-1,都緑,15.96,35.837921,139.613458
1201111,北在家公園,北区,大成町４丁目621-2,街区,0.01,35.92740003055555,139.613716725
1201090,大成４丁目南公園,北区,大成町４丁目378-3,街区,0.02,35.92270292222222,139.61406
1301014,小村田神社公園,大宮区,上小町1110,街区,0.11,35.89913,139.61412
1301013,桜木公園,大宮区,桜木町４丁目174,街区,0.1,35.90531323333333,139.61418446944444
1301036,上小南公園,大宮区,上小町1492-3,街区,0.03,35.89450290833333,139.6143533972222
1201041,中道公園,北区,宮原町２丁目39-5,街区,0.32,35.94152,139.6144
1201025,松原公園,北区,宮原町４丁目42,街区,0.83,35.94661,139.61441
1221001,吉野緑地,北区,吉野町１丁目397-5,都緑,0.18,35.95446063055556,139.6144275972222
1201057,稲荷第２公園,北区,大成町４丁目414,街区,0.27,35.92338201944444,139.61457876944445
1201104,大成４丁目西公園,北区,大成町４丁目714-3,街区,0.02,35.92899555555555,139.6146968472222
1601008,作田公園,桜区,大字神田22-27,街区,0.01,35.87474648055556,139.61491233333334
1301052,大成神明公園,大宮区,大成町３丁目396-3,街区,0.03,35.91621,139.6150144222222
1341001,大成八幡神社児童遊園,大宮区,大成町１丁目203番地,民間,0.03,35.90906,139.61502
1601014,油面公園,桜区,道場３丁目599-3,街区,0.01,35.854818800000004,139.61506344166665
1601027,道場１丁目公園,桜区,道場１丁目111-1,街区,0.07,35.85691,139.61516
1301019,桜四条公園,大宮区,桜木町４丁目927-1,街区,0.06,35.90376931666667,139.61516463888887
1201086,大成４丁目北公園,北区,大成町４丁目733-16,街区,0.07,35.92934610277778,139.61530151944444
1301005,大成２丁目公園,大宮区,大成町２丁目176,街区,0.1,35.91375,139.61554
1641004,上大久保新田児童遊園,桜区,上大久保字東806‐1,民間,0.16,35.87064,139.61573
1301055,大成一丁目南公園,大宮区,大成町１丁目157-6,街区,0.01,35.90738,139.61609
1522002,本町西４丁目緑道,中央区,本町西４丁目1233-1,緑道,0.06,35.88896,139.61619
1501033,桜丘ふれあい公園,中央区,桜丘１丁目1872-1,街区,0.22,35.87862024166667,139.6162448861111
1501019,上峰西児童遊園地,中央区,上峰２丁目209-1,街区,0.05,35.874282975,139.6163350138889
1301015,大成３丁目公園,大宮区,大成町３丁目241-1,街区,0.1,35.91864,139.61688855555556
1601023,栄和３丁目第一公園,桜区,栄和３丁目609-5,街区,0.01,35.86572471388889,139.61712118611112
