公園コード,公園名,区名,地番又は住所,種別,最終開設面積（ha）,緯度,経度
1802001,沼影公園,南区,沼影２丁目104,近隣,2.42,35.84009,139.64598
1801087,別所中央公園,南区,別所2丁目1602-1,街区,0.09,35.85143615277778,139.64639230833333
1701050,針ヶ谷２丁目第一公園,浦和区,針ヶ谷２丁目146-2,街区,0.01,35.882277755555556,139.6463989388889
1701073,北浦和東部児童遊園,浦和区,北浦和２丁目108,街区,0.03,35.87913792222222,139.646487
1801041,内谷七丁目第一公園,南区,内谷７丁目350-2,街区,0.01,35.83367782777778,139.6466217
1741009,足立神社児童遊園,浦和区,上木崎５－１１,民間,0.05,35.88902,139.64668
1401032,砂中央公園,見沼区,東大宮７丁目42,街区,0.84,35.94036237222222,139.64669873055556
1401011,大宮大原公園,見沼区,東大宮６丁目12,街区,0.25,35.952464761111116,139.64678555833333
1701006,常盤児童公園,浦和区,常盤９丁目10-2,街区,0.05,35.86692,139.6469
1801048,内谷６丁目第一公園,南区,内谷６丁目326-2,街区,0.02,35.83738759444444,139.6469130972222
1701058,上木崎５丁目公園,浦和区,上木崎５丁目289-8,街区,0.01,35.88975152222222,139.64723638055554
1401137,南中丸ひだまり広場,見沼区,大字南中丸145-1,街区,0.09,35.91621,139.64727
1401122,南中丸西公園,見沼区,大字南中丸112-8,街区,0.02,35.91458,139.64732
1701057,針ヶ谷二丁目第二公園,浦和区,針ヶ谷２丁目155-3,街区,0.01,35.881816711111114,139.64737965277777
1303001,合併記念見沼公園,大宮区,天沼町１丁目941-1,地区,3.95,35.90573,139.64748
1401059,南中丸公園,見沼区,大字南中丸101-25,街区,0.02,35.912988255555554,139.6478106472222
1701055,北浦和東公園,浦和区,北浦和２丁目162-1,街区,0.16,35.87888371388889,139.64783
1401130,大和田２丁目第一公園,見沼区,大和田町２丁目1553-64,街区,0.02,35.93603924722222,139.647876275
1401092,高井公園,見沼区,大字南中丸110-47,街区,0.01,35.91407,139.64804
1722005,常盤５丁目緑道,浦和区,常盤５丁目81-1,緑道,0.02,35.86616,139.64808
1301004,芝川公園,大宮区,堀の内町２丁目612,街区,0.18,35.91141,139.64809
1701082,領家立野公園,浦和区,領家６丁目139-9,街区,0.21,35.88022,139.64817
1401038,道半山北公園,見沼区,大字南中野740,街区,0.13,35.91504236388889,139.64825681388888
1701074,領家立野子供広場,浦和区,領家７丁目44-13,街区,0.05,35.8835,139.64826
1701037,常盤五丁目公園,浦和区,常盤５丁目81-50,街区,0.03,35.86524715555556,139.64830367222223
1401029,北山公園,見沼区,大和田町２丁目1439-1,街区,0.19,35.93133198333333,139.64854201944445
1401099,道半山公園,見沼区,大字南中野722-26,街区,0.01,35.91404400555555,139.64858101388887
1701077,領家６丁目公園,浦和区,領家６丁目139-8,街区,0.02,35.88022,139.64859
1401060,けやき公園,見沼区,島町433-9,街区,0.02,35.94699906944444,139.64880893333333
1401010,一本松公園,見沼区,東大宮６丁目61-1,街区,0.25,35.94807594722222,139.6488471111111
1401012,中原公園,見沼区,丸ヶ崎町23,街区,0.22,35.95549454166667,139.64938803333334
1401020,上ノ台公園,見沼区,堀崎町1432,街区,0.32,35.94336253333333,139.64943743333333
1701015,皇山第一公園,浦和区,上木崎７丁目758-24,街区,0.05,35.89065788888889,139.6500377861111
1801062,白幡五丁目公園,南区,白幡５丁目1474-2,街区,0.01,35.84484,139.65023
1401009,藁田島公園,見沼区,東大宮６丁目42,街区,0.81,35.951779655555555,139.65035319444445
1422002,堀崎町緑道,見沼区,堀崎町地内,緑道,0.19,35.93807,139.65056
1401103,堀崎北公園,見沼区,堀崎町1122-5,街区,0.02,35.94284,139.65061
1722002,岸町緑道（１）,浦和区,岸町６丁目110-18,緑道,0.15,35.853802305555554,139.6507521861111
1702003,常盤公園,浦和区,常盤１丁目165-1,近隣,0.97,35.86219,139.65091
1401053,堀崎団地第１公園,見沼区,堀崎町1142-3,街区,0.05,35.94145238333333,139.65100035833333
1822001,白幡緑道,南区,白幡３丁目640-3,緑道,0.24,35.84711,139.65101
1401030,堀崎中央公園,見沼区,堀崎町736-1,街区,0.79,35.93743,139.65111
1722006,元町緑道,浦和区,元町３丁目21-2,緑道,0.12,35.8744878,139.65113155
1401098,中川西公園,見沼区,大字中川802-5,街区,0.01,35.90761130833333,139.65120875833333
1401082,南新田公園,見沼区,大和田町１丁目1275-4,街区,0.04,35.92539901666667,139.6512358
1401054,堀崎団地第２公園,見沼区,堀崎町1200-69,街区,0.04,35.94102,139.65131
1401083,八幡公園,見沼区,大字南中丸296-4,街区,0.01,35.91775330555555,139.651319475
1801067,内谷橋公園,南区,内谷６丁目385-4,街区,0.26,35.83640098888889,139.65150890833334
1701070,元町３丁目公園,浦和区,元町３丁目180-1,街区,0.08,35.87534528055556,139.6515114388889
1701068,大原テニス公園,浦和区,大原２丁目1-1,街区,0.33,35.88978983611111,139.6515971638889
1701025,皇山第二公園,浦和区,上木崎７丁目624-2,街区,0.02,35.88895806111111,139.65164281666668
1401013,有無公園,見沼区,丸ヶ崎町42,街区,0.2,35.95731613611111,139.6517020138889
1701018,道美木公園,浦和区,大原２丁目245,街区,0.06,35.892651683333334,139.6517207777778
1401046,大和田東公園,見沼区,大和田町１丁目1230-92,街区,0.05,35.924621699999996,139.651946575
1701056,本太三丁目公園,浦和区,本太３丁目189-13,街区,0.01,35.86737691388889,139.65195309444445
1401079,新田南公園,見沼区,大字深作209-6,街区,0.05,35.95121465277778,139.65210363055556
1701004,浦和中央公園,浦和区,仲町２丁目12-3,街区,0.16,35.85866,139.65224
1701038,領家二丁目公園,浦和区,領家２丁目1198-1,街区,0.14,35.87577,139.65238
1401088,新田中公園,見沼区,大字深作222-13,街区,0.01,35.951699250000004,139.6524295388889
1701002,仲町公園,浦和区,仲町２丁目141-4,街区,0.05,35.86143,139.65251
1701043,三角稲荷公園,浦和区,本太３丁目112-2,街区,0.02,35.86648328333334,139.65282472500002
1701003,岸町公園,浦和区,岸町５丁目109,街区,0.05,35.851956811111116,139.65284636111113
1402004,堀崎公園,見沼区,堀崎町12-1,近隣,2.67,35.93651,139.65309
1401127,西通公園,見沼区,丸ヶ崎土地区画整理事業地内,街区,0.1,35.95891,139.65314
1401087,三番関公園,見沼区,島町606-3,街区,0.28,35.94672750833333,139.65350687777777
1401028,新田公園,見沼区,大字深作236-9,街区,0.24,35.953964258333336,139.65354756944444
1741003,長覚院児童遊園,浦和区,領家４－２１,民間,0.06,35.88195,139.6536
1801078,六辻水辺公園,南区,辻１～４、文蔵３～４、根岸２～３丁目地内,街区,1.56,35.83587,139.65392
1401141,中川第一公園,見沼区,大字中川596-1 外,街区,0.22,35.89967,139.6541
1701063,元町１丁目公園,浦和区,元町１丁目27-4,街区,0.03,35.86909,139.65417
1401105,大和田１丁目北公園,見沼区,大和田町１丁目1738-10,街区,0.01,35.92839940277778,139.65419003611112
1701014,浦和大原公園,浦和区,大原１丁目406,街区,0.06,35.89291049444444,139.65420555
1722007,天王川コミュニティー緑道,浦和区,元町３丁目1-3,緑道,0.39,35.87464920833333,139.6542349277778
1741007,領家四丁目児童遊園,浦和区,領家４－７,民間,0.03,35.88103,139.65434
1401139,南中野西浦公園,見沼区,大字南中野152-1,街区,0.45,35.90685921111111,139.65455224722223
1701053,領家１丁目公園,浦和区,領家１丁目1570-6,街区,0.01,35.87453693055556,139.65455689444445
1401133,南中丸第５公園,見沼区,大字南中丸470-20,街区,0.03,35.91762,139.65472
1801017,白幡公園,南区,白幡３丁目881-12,街区,0.26,35.84488,139.65483
1401027,南中丸東公園,見沼区,大字南中丸1370-1,街区,0.12,35.92095,139.65492
1701076,浦和仲町１丁目ひろば,浦和区,仲町１丁目128-1,街区,0.01,35.861811047222226,139.65497379722223
1401134,南中丸第６公園,見沼区,大字南中丸442-11,街区,0.03,35.91786,139.65536
1401091,堀崎南公園,見沼区,堀崎町556-2,街区,0.02,35.93604821388889,139.65546905833335
1701088,東通りでんしゃ公園,浦和区,"東仲町150-1,151-1",街区,0.07,35.86201,139.65552
1701062,本太２丁目第二公園,浦和区,本太２丁目120-4,街区,0.01,35.86335347777778,139.65555599166666
1401144,丸ヶ崎合ノ谷公園,見沼区,丸ヶ崎土地区画整理事業地内４０街区,街区,0.09,35.95904,139.65561
1401077,南中丸第３公園,見沼区,大字南中丸776-2,街区,0.02,35.91661,139.65565
1401048,蓮沼公園,見沼区,大字蓮沼936-61,街区,0.03,35.93295,139.65566
1401045,中川天神公園,見沼区,大字中川694-1,街区,0.05,35.9021,139.6557
1401107,大和田１丁目公園,見沼区,大和田町１丁目1889-13,街区,0.01,35.92584,139.65573
1701061,本太２丁目第一公園,浦和区,本太２丁目109-4,街区,0.01,35.86311,139.65612
1701085,元町東公園,浦和区,元町2丁目76-1外,街区,0.35,35.87391,139.65613
1701022,木崎二丁目公園,浦和区,木崎２丁目103-1,街区,0.08,35.88718778611111,139.65619998611112
1401113,上の前西公園,見沼区,春野３丁目1580-173,街区,0.05,35.960932883333335,139.65627592222222
1701064,高砂１丁目公園,浦和区,高砂１丁目201,街区,0.06,35.856805791666666,139.65643478333334
1401143,うてな中野公園,見沼区,大字南中野５６４,街区,0.2,35.91224,139.65646
1401145,丸ヶ崎公園,見沼区,丸ヶ崎土地区画整理事業地内59街区,街区,0.34,35.9556935926658,139.656508809447
1701001,調公園,浦和区,岸町３丁目73-1,街区,0.83,35.85348,139.65658
1401036,西原公園,見沼区,春岡３丁目30-1,街区,0.15,35.94980918333333,139.65661977222223
1401076,南中丸第１公園,見沼区,大字南中丸834-4,街区,0.1,35.91617,139.65667
1801026,山口第一公園,南区,辻３丁目2422-8,街区,0.02,35.84020575833333,139.6567707527778
1401095,南中丸第４公園,見沼区,大字南中丸932-9,街区,0.02,35.91692405277777,139.65685848333334
1701047,木崎３丁目公園,浦和区,木崎３丁目179-59,街区,0.03,35.890711969444446,139.65695964722224
1401114,上の前公園,見沼区,春野３丁目1580-182,街区,0.22,35.96120895277778,139.65706788611112
1401016,青葉北公園,見沼区,大字南中丸1280-29,街区,0.12,35.921150330555555,139.65747794444445
1401128,ひだまり思いやり公園,見沼区,台・一ノ久保特定土地区画整理事業３号公園,街区,0.09,35.91447,139.65755
1401075,南中丸第２公園,見沼区,大字南中丸830-6,街区,0.04,35.9158,139.65771
1725001,浦和総合運動場,浦和区,元町１丁目7-1,運動場,4.32,35.86932,139.65781
1701023,南箇公園,浦和区,領家３丁目1038-4,街区,0.02,35.87919,139.65789
1701009,本太児童公園,浦和区,本太４丁目27,街区,0.08,35.86583,139.65806
1801089,辻鉢木公園,南区,辻3丁目2489-6,街区,0.24,35.839624972222225,139.6582781777778
1401080,代官山公園,見沼区,大字南中野66-62,街区,0.04,35.90620695,139.65830969166666
1701048,三崎公園,浦和区,大字三崎70,街区,0.62,35.89337,139.65837
1401042,正福寺公園,見沼区,大字蓮沼773-1,街区,0.04,35.93024874166667,139.65839524722222
1741008,大東神明児童遊園,浦和区,大東１－９,民間,0.11,35.88165,139.65846
1831003,辻水深公園,南区,辻８－２７,子供,0.11,35.83051,139.65857
1401129,島町地蔵公園,見沼区,島町２丁目6-10,街区,0.11,35.94491382222222,139.65867550833335
1701005,神明社公園,浦和区,岸町２丁目43,街区,0.05,35.85100838611111,139.65874394722223
1402006,春岡中央公園,見沼区,春岡３丁目42-1,近隣,1.48,35.94767064444444,139.658870075
1801027,山口第二公園,南区,辻３丁目2477-3,街区,0.02,35.838932730555555,139.65889306388888
1401041,南中丸山崎公園,見沼区,大字南中丸1532,街区,0.08,35.91655,139.65903
1401110,南中野第１公園,見沼区,大字南中野395-14,街区,0.07,35.90722012777778,139.65916719722222
1721003,木崎４丁目緑地,浦和区,木崎４丁目645-20,都緑,0.27,35.89034203333333,139.65922786944444
1401037,入ノ山公園,見沼区,春岡２丁目19-1,街区,0.16,35.95107757777778,139.65942615555556
1801047,辻５丁目第一公園,南区,辻５丁目1345-2,街区,0.01,35.83468735277778,139.65942957222222
1401067,海老沼中公園,見沼区,大字東新井710-84,街区,0.09,35.90631621666667,139.65944260555557
1401025,山崎公園,見沼区,大字蓮沼1052-4,街区,0.52,35.93448,139.65948
1721002,瀬ヶ崎緑地,浦和区,瀬ヶ崎２丁目177-3,都緑,0.04,35.88009700833334,139.6597626361111
1701041,瀬ヶ崎２丁目第一公園,浦和区,瀬ヶ崎２丁目149-7,街区,0.02,35.87858695,139.6599215361111
1401018,海崎公園,見沼区,深作３丁目8,街区,0.15,35.954080313888895,139.66020709444444
1701042,瀬ヶ崎２丁目第二公園,浦和区,瀬ヶ崎２丁目71-2,街区,0.01,35.87763,139.66025
1401050,青葉南公園,見沼区,大字南中丸1111-50,街区,0.16,35.917083211111105,139.66025129444446
1401102,海老沼中北公園,見沼区,大字東新井733-4,街区,0.02,35.90736413611111,139.66036
1701044,瀬ヶ崎公園,浦和区,瀬ヶ崎１丁目80-4,街区,0.04,35.87626,139.66036
1801018,辻中道公園,南区,辻５丁目1427-3,街区,0.18,35.83348435833334,139.66045263055557
1701086,駒場一丁目第一公園,浦和区,駒場1丁目113-6,街区,0.04,35.871297130555554,139.6604571277778
1722004,岸町緑道（３）,浦和区,岸町２丁目6-2,緑道,0.05,35.85134940555556,139.6606437
1401118,南中野第２公園,見沼区,大字南中野29-3,街区,0.02,35.90502,139.66071
1401117,前田第２公園,見沼区,大字蓮沼577-3,街区,0.02,35.92890023611111,139.66087285
1401061,南五反田公園,見沼区,大字南中丸1165-13,街区,0.01,35.9156,139.66103
1701059,岸町１丁目公園,浦和区,岸町１丁目67-6,街区,0.05,35.85128899166667,139.66106586666666
1822009,辻８丁目緑道,南区,辻８丁目地内,緑道,0.47,35.83048,139.66114
1422001,春野緑道,見沼区,春野３丁目2533-4,緑道,0.07,35.96028,139.66118
1401121,春野公園,見沼区,春野２丁目2723-2,街区,0.52,35.95960994166667,139.66119025277777
1741004,瀬ヶ崎三島児童遊園,浦和区,瀬ヶ崎２－１５,民間,0.05,35.87789,139.66122
1401116,前田第１公園,見沼区,大字蓮沼619-2,街区,0.04,35.92965427777778,139.66130231111111
1701052,木崎公園,浦和区,木崎４丁目596-1,街区,0.09,35.888744027777776,139.66159243333334
1401115,海老沼西公園,見沼区,大字東新井904-21,街区,0.02,35.90189417222222,139.66170217500002
1401124,春野１号公園,見沼区,春野４丁目29-1,街区,0.15,35.95850989444445,139.66177355833335
1401135,蓮沼ふれあい広場,見沼区,蓮沼下特定土地区画整理事業地内,街区,0.2,35.92322,139.6619
1401085,海老沼下公園,見沼区,大字東新井893-2,街区,0.02,35.90176,139.6621
1701013,浦和石橋公園,浦和区,木崎１丁目337-12,街区,0.01,35.88457961666666,139.6622567888889
1801077,神明丸子供広場,南区,根岸１丁目17,街区,0.04,35.84551,139.66226
1801005,根岸西児童公園,南区,根岸３丁目1068-1,街区,0.16,35.83926673333334,139.66231726944446
1401073,中田公園,見沼区,大字蓮沼403-3,街区,0.01,35.92468121666666,139.66253515
1701017,立葉公園,浦和区,木崎４丁目471-4,街区,0.02,35.88947,139.66257
1401039,春岡１丁目公園,見沼区,春岡１丁目24-1,街区,0.16,35.94334763888889,139.66272786944444
1721001,駒場緑地,浦和区,駒場２丁目4,都緑,1.08,35.87281,139.66293
1801057,根岸前公園,南区,根岸１丁目7-4,街区,0.11,35.843905750000005,139.662991675
1801036,神明丸公園,南区,根岸１丁目16-1,街区,0.2,35.845867419444446,139.66310394166666
1401131,稲荷台公園,見沼区,春岡２丁目42-1番地内,街区,0.2,35.947400224999996,139.6631244138889
1701035,前島第三公園,浦和区,瀬ヶ崎５丁目437-44,街区,0.03,35.8744,139.66331
1741002,駒場児童遊園,浦和区,駒場２－３,民間,0.12,35.87071,139.66336
1401084,山中公園,見沼区,大字御蔵1423-6,街区,0.05,35.906763274999996,139.66340669166667
1722003,岸町緑道（２）,浦和区,岸町１丁目22-4,緑道,0.09,35.852048961111116,139.66356868333335
1401096,山中北公園,見沼区,大字御蔵1480-25,街区,0.02,35.907857919444446,139.66357763055555
1701089,瀬ヶ崎三丁目公園,浦和区,"瀬ヶ崎３丁目270-45,271-78",街区,0.04,35.87811,139.66358
1401142,蓮沼ひだまり広場,見沼区,蓮沼下特定土地区画整理事業７０－２街区,街区,0.16,35.92102,139.66376
1401126,春野３号公園,見沼区,春野４丁目6-1,街区,0.16,35.95714479166667,139.6637758777778
1401024,海老沼南公園,見沼区,大字東新井866-42,街区,0.11,35.90151391111111,139.6638065388889
1401051,東中野公園,見沼区,大字南中野1147-1,街区,0.17,35.91769,139.66387
1941004,稲荷児童遊園,緑区,山崎１－１４,民間,0.09,35.89205,139.66394
1701031,木崎五丁目公園,浦和区,木崎５丁目359-18,街区,0.01,35.885084791666664,139.66395708333334
1701036,前島第四公園,浦和区,瀬ヶ崎５丁目551-10,街区,0.01,35.874968083333336,139.66397762222223
1401023,海老沼中央公園,見沼区,大字東新井710-49,街区,0.41,35.9042937,139.66397942222224
1401094,大ヶ谷戸北公園,見沼区,大字御蔵1418-11,街区,0.05,35.90559620833333,139.66403314722223
1401021,貝崎公園,見沼区,深作３丁目42,街区,0.15,35.95444685555556,139.66404005
1401146,蓮沼なないろ公園,見沼区,大字蓮沼1085-7,街区,0.2,35.9332586365587,139.664068533439
1701020,前島第一公園,浦和区,瀬ヶ崎５丁目544-4,街区,0.03,35.8743,139.6641
1401014,西郭公園,見沼区,深作１丁目4,街区,0.2,35.95106835833334,139.66413760277777
1902005,三浦運動公園,緑区,大字三浦6836-1,近隣,1.2,35.897824,139.664354
1401120,蓮沼南公園,見沼区,大字蓮沼1464-8,街区,0.02,35.927072161111106,139.6644298777778
1801010,辻児童公園,南区,辻１丁目17,街区,0.31,35.837373983333336,139.66486041944444
1801028,辻一里塚公園,南区,辻７丁目297-3,街区,0.06,35.83465056666667,139.6648631888889
1401066,大ヶ谷戸公園,見沼区,大字東新井710-77,街区,0.06,35.90502226388889,139.66488499722223
1401068,庚申塚公園,見沼区,大字東新井508-2,街区,0.02,35.91044,139.66496
1701024,前島第二公園,浦和区,瀬ヶ崎５丁目504-25,街区,0.02,35.87442,139.66498
1801066,辻くすのき公園,南区,辻７丁目759-1,街区,0.01,35.83305926111112,139.66501055833334
1801042,根岸北原公園,南区,南本町２丁目19-11,街区,0.18,35.848460413888894,139.66515459722223
1701078,前地３丁目第一公園,浦和区,前地３丁目142-7,街区,0.01,35.86037860277778,139.66520527222224
1801006,根岸東児童公園,南区,根岸２丁目944-1,街区,0.16,35.83955,139.66528
1741005,前地児童遊園,浦和区,前地３－１０,民間,0.19,35.86007,139.66529
1705001,駒場運動公園,浦和区,駒場２丁目19-1,運動,7.43,35.87128000277778,139.66534
1402002,鎌倉公園,見沼区,大字御蔵1393-1,近隣,1.5,35.90471,139.66555289722223
1701011,大東北児童公園,浦和区,大東３丁目17-5,街区,0.1,35.88367477222222,139.66558767222222
1701040,東岸町第一公園,浦和区,東岸町21-3,街区,0.01,35.8523,139.66564
1401089,寺下公園,見沼区,大字東門前36-3,街区,0.02,35.93127,139.66579
1921001,山崎緑地,緑区,大字三室420,都緑,0.05,35.8942,139.66606
1401090,東門前北公園,見沼区,大字東門前165-9,街区,0.02,35.93284578611111,139.66607146111113
1801012,一ツ木公園,南区,南本町１丁目18,街区,0.46,35.844368430555555,139.66608450833334
1401109,小深作北公園,見沼区,大字小深作367-14,街区,0.05,35.945003525,139.66609572500002
1801014,郷前公園,南区,文蔵２丁目31-4,街区,0.13,35.84335947777778,139.66616079722223
1701007,大東南児童公園,浦和区,大東３丁目3-1,街区,0.22,35.88005009166667,139.666212875
1401125,春野２号公園,見沼区,春野４丁目16-1,街区,0.1,35.95799881944445,139.66623063333333
1401017,中ノ島公園,見沼区,深作１丁目21,街区,0.18,35.94819326944444,139.66637177500002
1402005,アーバンみらい公園,見沼区,春野１丁目1634-3,近隣,4.3,35.957306,139.666459
1701079,前地１丁目第一公園,浦和区,前地１丁目1-11,街区,0.09,35.85571,139.66647
1801069,大谷場1丁目公園,南区,大谷場１丁目147-18,街区,0.01,35.859199305555556,139.66657885555557
1901057,山崎第二公園,緑区,大字三室424,街区,0.07,35.89258850277778,139.666640575
1901058,山崎第三公園,緑区,大字三室443,街区,0.05,35.89150158611111,139.66664673055556
1801065,辻一丁目公園,南区,辻１丁目32-13,街区,0.02,35.83831366388889,139.66675485555555
1401057,七里グリーンハイツ公園,見沼区,大字蓮沼1250-4,街区,0.09,35.927951074999996,139.66676940555556
1401100,小深作前公園,見沼区,大字小深作562-105,街区,0.04,35.94253967222222,139.66689220277777
1701080,前地１丁目第二公園,浦和区,前地１丁目1-6,街区,0.05,35.85477107777778,139.66695803888888
1401047,生協大谷公園,見沼区,大字大谷156-19,街区,0.03,35.91882,139.66712
1401064,南平台第３公園,見沼区,大字大谷51,街区,0.07,35.92229,139.66715
1901024,浦和三島公園,緑区,道祖土１丁目157-21,街区,0.01,35.878518822222226,139.66718
1901025,浦和戸崎公園,緑区,道祖土１丁目156-1,街区,0.02,35.87799540555556,139.66719588888887
1401069,中島第２公園,見沼区,大字小深作601-9,街区,0.01,35.94115608333333,139.66725044999998
1701016,中耕地公園,浦和区,瀬ヶ崎４丁目342-6,街区,0.03,35.87633,139.66732
1401070,谷中公園,見沼区,大字東門前1-4,街区,0.06,35.929184533333334,139.66734309166665
1701008,大東東児童公園,浦和区,大東３丁目30,街区,0.23,35.882069780555554,139.6673576111111
1401078,氷川公園,見沼区,大字蓮沼1623-1,街区,0.02,35.923553616666666,139.66746312222222
1801013,北原公園,南区,南本町２丁目13-4,街区,0.23,35.84822925555556,139.66758082222222
2031016,第六天神社こども広場,岩槻区,大字馬込２００－１,子供,0.03,35.96638,139.66775
1401072,小深作公園,見沼区,大字小深作511-55,街区,0.03,35.942790277777775,139.6679622833333
1401034,東新井笹丸公園,見沼区,大字東新井324-2,街区,0.08,35.90974,139.66799
1941001,山崎児童遊園,緑区,三室字中原後４８８‐1,民間,0.03,35.88992,139.66803
1402003,観音寺下公園,見沼区,深作２丁目7,近隣,1.5,35.952296,139.668083
1901090,道祖土一丁目公園,緑区,道祖土1丁目158番4,街区,0.03,35.87898216111111,139.66808748055556
1401093,小深作第二公園,見沼区,大字小深作605-4,街区,0.01,35.94224420277777,139.66812203333333
1401065,大谷公園,見沼区,大字大谷1750-5,街区,0.16,35.92726536111111,139.66815363888887
1801031,文蔵四丁目第二公園,南区,文蔵４丁目465-3,街区,0.01,35.837398255555556,139.66832286388887
1801007,御嶽公園,南区,南浦和２丁目582,街区,0.28,35.84992241388889,139.66861554444444
1401111,大谷松原公園,見沼区,大字大谷1664-8,街区,0.01,35.925376275,139.6686269861111
1401136,御蔵白岡公園,見沼区,大字御蔵129-10,街区,0.05,35.91261959722222,139.6688297111111
1822004,文蔵郷前緑道,南区,文蔵２丁目1668,緑道,0.13,35.84265355833334,139.668981275
1401015,御蔵南公園,見沼区,大字御蔵1149,街区,0.23,35.89978923333333,139.66908136944443
1401132,風の子公園,見沼区,風渡野１丁目４－１,街区,0.11,35.9384,139.66936
1801020,文蔵四丁目第一公園,南区,文蔵４丁目80,街区,0.04,35.83979500833333,139.66949460833334
1901037,三葉公園,緑区,大字三室888,街区,0.09,35.88874,139.66959
1801060,文蔵二丁目公園,南区,文蔵２丁目1571-5,街区,0.01,35.84133115,139.66961045
1801001,葉根木公園,南区,南浦和１丁目605,街区,0.16,35.85408746388889,139.6696234222222
1401062,南平台第１公園,見沼区,大字大谷240-29,街区,0.02,35.92095129444444,139.67003557777778
1401063,南平台第２公園,見沼区,大字大谷280-2,街区,0.01,35.92109088333333,139.67034655555554
1804001,浦和記念公園,南区,大谷場１丁目地内,総合,,35.85792,139.6705
1801015,水深公園,南区,文蔵１丁目1,街区,0.18,35.845406625,139.67056686666666
1401108,新堤西公園,見沼区,大字新堤37-18,街区,0.01,35.930838530555555,139.67100490277778
1901068,道祖土４丁目第二公園,緑区,道祖土４丁目14-5,街区,0.01,35.87521989722222,139.67108056666666
1901066,三室ふれあいパーク,緑区,大字三室1137-1,街区,0.1,35.88384,139.67109
1801011,文蔵公園,南区,文蔵５丁目378,街区,0.2,35.83515,139.67153
1801002,浦和弁天公園,南区,南浦和２丁目548,街区,0.17,35.84776461111112,139.6716840722222
1801004,大谷場公園,南区,南浦和２丁目591,街区,0.22,35.85105866944445,139.67168491666666
1401138,風の子第二公園,見沼区,風渡野１丁目７－１,街区,0.3,35.93551,139.67176
1401044,深作公園,見沼区,深作２丁目15-3,街区,0.07,35.95158,139.67191
1401019,大宮戸崎公園,見沼区,深作２丁目36,街区,0.16,35.94893673611111,139.67221161666666
1801023,文蔵五丁目第一公園,南区,文蔵５丁目309,街区,0.07,35.835717897222224,139.67237
1901051,原前公園,緑区,大字三室984-1,街区,0.19,35.88545925277778,139.6724451861111
1901010,原山公園,緑区,原山３丁目101,街区,0.08,35.87343656388889,139.67253339444443
1901064,原山一丁目公園,緑区,原山１丁目385-5,街区,0.02,35.86869,139.67263
1401086,新川西公園,見沼区,大字風渡野78-3,街区,0.05,35.934915294444444,139.6727734972222
1901063,小太田公園,緑区,原山３丁目134,街区,0.13,35.87131,139.67285
1822005,文蔵緑道,南区,文蔵３丁目8-3,緑道,0.07,35.84130445,139.673071175
1801009,もみじ公園,南区,南浦和３丁目859,街区,0.11,35.84641675,139.67317325833332
1401052,日生住宅公園,見沼区,大字大谷724-52,街区,0.07,35.918267888888884,139.67328361388888
1901030,大古里公園,緑区,大字三室636-21,街区,0.06,35.89112429722222,139.67355215277777
1801033,文蔵五丁目第二公園,南区,文蔵５丁目408-4,街区,0.01,35.83395,139.6736
1801032,文蔵三丁目第二公園,南区,文蔵３丁目5-8,街区,0.01,35.84137,139.67362
1901031,西宿公園,緑区,大字三室1299-3,街区,0.04,35.88077409444445,139.67366785833332
1901020,原山南公園,緑区,原山１丁目379-9,街区,0.16,35.86799,139.67376
1901047,道祖土第一公園,緑区,道祖土３丁目434-1,街区,0.09,35.877974019444444,139.67376074722222
1801073,南浦和陸橋下公園,南区,南浦和３丁目995-3,街区,0.03,35.84395,139.67391
1801085,太田窪四丁目公園,南区,太田窪4-1515-2,街区,0.32,35.85774096944444,139.67397989999998
